,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
198.0,"PC Culture Housing, Mohammadpur, Dhaka",9000000,Apartment,3.0,4.0,1650.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
199.0,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4.0,3.0,1369.0,23.78357,90.40878000000001,BashundharaR-A,Block G
200.0,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4.0,3.0,1369.0,23.78357,90.40878000000001,BashundharaR-A,Block G
201.0,"Block G, Bashundhara R-A, Dhaka",13000000,Apartment,4.0,3.0,1369.0,23.78357,90.40878000000001,BashundharaR-A,Block G
202.0,"Chowdhuripara, Khilgaon, Dhaka",11000000,Apartment,3.0,3.0,1300.0,23.75349,90.42469,Khilgaon,Chowdhuripara
203.0,"East Kazipara, Mirpur, Dhaka",3000000,Apartment,2.0,2.0,750.0,23.800910000000002,90.37135,Mirpur,East Kazipara
204.0,"Moneshwar, Hazaribag, Dhaka",4800000,Apartment,2.0,2.0,900.0,23.73931,90.36917,Hazaribag,Moneshwar
205.0,"Middle Badda, Badda, Dhaka",3500000,Apartment,3.0,2.0,920.0,23.77753,90.4259,Badda,Middle Badda
206.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",5200000,Apartment,3.0,3.0,1265.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
207.0,"Shahid Nagar, Lalbagh, Dhaka",4800000,Apartment,2.0,3.0,1140.0,23.6985,90.42796,Lalbagh,Shahid Nagar
208.0,"Gandaria, Sutrapur, Dhaka",5115000,Apartment,2.0,2.0,930.0,23.70279,90.41988,Sutrapur,Gandaria
209.0,"Gandaria, Sutrapur, Dhaka",5115000,Apartment,2.0,2.0,930.0,23.70279,90.41988,Sutrapur,Gandaria
210.0,"Middle Badda, Badda, Dhaka",3800000,Apartment,3.0,2.0,920.0,23.77753,90.4259,Badda,Middle Badda
211.0,"Middle Badda, Badda, Dhaka",3400000,Apartment,3.0,2.0,920.0,23.77753,90.4259,Badda,Middle Badda
212.0,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3.0,4.0,2000.0,23.668029999999998,90.43935,BashundharaR-A,Block J
213.0,"Block J, Bashundhara R-A, Dhaka",12400000,Apartment,3.0,4.0,2000.0,23.668029999999998,90.43935,BashundharaR-A,Block J
214.0,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3.0,3.0,1380.0,23.82566,90.37001,Mirpur,Pallabi
215.0,"Section 6, Mirpur, Dhaka",6500000,Apartment,3.0,3.0,1275.0,23.81223,90.35967,Mirpur,Section 6
216.0,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3.0,4.0,1380.0,23.82566,90.37001,Mirpur,Pallabi
217.0,"Bhatuliya, Turag, Dhaka",8100000,Apartment,3.0,3.0,1513.0,23.73795,90.39749,Turag,Bhatuliya
218.0,"Road No 5, Banani, Dhaka",23000000,Apartment,3.0,3.0,1890.0,23.75479,90.36055999999999,Banani,Road No 5
219.0,"Block E, Bashundhara R-A, Dhaka",56000000,Duplex,3.0,4.0,5600.0,23.668029999999998,90.43935,BashundharaR-A,Block E
220.0,"Doniya, Shyampur, Dhaka",3690000,Apartment,3.0,2.0,1025.0,23.68094,90.43935,Shyampur,Doniya
221.0,"Block B, Banasree, Dhaka",11000000,Apartment,4.0,4.0,1590.0,23.76354,90.4318,Banasree,Block B
222.0,"Bawnia, Turag, Dhaka",8600000,Apartment,3.0,4.0,1700.0,23.73795,90.39749,Turag,Bawnia
223.0,"Sector 4, Uttara, Dhaka",6500000,Apartment,2.0,2.0,1215.0,23.86846,90.3928,Uttara,Sector 4
224.0,"Malibag College Road, Malibagh, Dhaka",5400000,Apartment,2.0,2.0,900.0,23.859189999999998,90.42506,Malibagh,Malibag College Road
225.0,"Rayer Bazaar, Hazaribag, Dhaka",7276500,Apartment,3.0,3.0,1322.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
226.0,"Rayer Bazaar, Hazaribag, Dhaka",6880500,Apartment,3.0,3.0,1251.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
227.0,"Rayer Bazaar, Hazaribag, Dhaka",7276500,Apartment,3.0,3.0,1323.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
228.0,"Rayer Bazaar, Hazaribag, Dhaka",6880500,Apartment,3.0,3.0,1251.0,23.74769,90.36325,Hazaribag,Rayer Bazaar
229.0,"Bawnia, Turag, Dhaka",8600000,Apartment,3.0,4.0,1700.0,23.73795,90.39749,Turag,Bawnia
230.0,"Pirerbag, Mirpur, Dhaka",40000000,Building,22.0,10.0,11880.0,23.81223,90.35967,Mirpur,Pirerbag
231.0,"Road No 4A, Dhanmondi, Dhaka",10000000,Apartment,3.0,3.0,1392.0,23.766289999999998,90.41775,Dhanmondi,Road No 4A
232.0,"Road No 4A, Dhanmondi, Dhaka",12000000,Apartment,3.0,3.0,1221.0,23.766289999999998,90.41775,Dhanmondi,Road No 4A
233.0,"South Badda, Badda, Dhaka",5750000,Apartment,3.0,3.0,1150.0,23.81501,90.43623000000001,Badda,South Badda
234.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
235.0,"Doniya, Shyampur, Dhaka",4200000,Apartment,3.0,2.0,1000.0,23.68094,90.43935,Shyampur,Doniya
236.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
237.0,"Pirerbag, Mirpur, Dhaka",6700000,Apartment,3.0,3.0,1500.0,23.81223,90.35967,Mirpur,Pirerbag
238.0,"Sector 4, Uttara, Dhaka",22000000,Apartment,4.0,4.0,2700.0,23.86846,90.3928,Uttara,Sector 4
239.0,"Section 11, Mirpur, Dhaka",15000000,Apartment,4.0,4.0,2500.0,23.81223,90.35967,Mirpur,Section 11
240.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
241.0,"Bochila, Mohammadpur, Dhaka",5900000,Apartment,3.0,3.0,1265.0,23.76427,90.36547,Mohammadpur,Bochila
242.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",10830000,Apartment,3.0,3.0,1900.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
243.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",10830000,Apartment,3.0,3.0,1900.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
244.0,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3.0,2.0,1075.0,23.81223,90.35967,Mirpur,Pirerbag
245.0,"PC Culture Housing, Mohammadpur, Dhaka",9600000,Apartment,3.0,3.0,1662.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
246.0,"Block F, Bashundhara R-A, Dhaka",12000000,Apartment,3.0,4.0,1605.0,23.75625,90.36915,BashundharaR-A,Block F
247.0,"Block F, Bashundhara R-A, Dhaka",12000000,Apartment,3.0,4.0,1605.0,23.75625,90.36915,BashundharaR-A,Block F
248.0,"Nurjahan Road, Mohammadpur, Dhaka",4200000,Apartment,2.0,2.0,650.0,23.76037,90.36193,Mohammadpur,Nurjahan Road
249.0,"Nurjahan Road, Mohammadpur, Dhaka",4200000,Apartment,2.0,2.0,650.0,23.76037,90.36193,Mohammadpur,Nurjahan Road
250.0,"Pirerbag, Mirpur, Dhaka",5000000,Apartment,3.0,2.0,1075.0,23.81223,90.35967,Mirpur,Pirerbag
251.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
252.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",4700000,Apartment,2.0,2.0,1000.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
253.0,"Sector 11, Uttara, Dhaka",5000000,Apartment,3.0,2.0,950.0,23.86846,90.3928,Uttara,Sector 11
254.0,"Block A, Banasree, Dhaka",7500000,Apartment,3.0,4.0,1370.0,23.76354,90.4318,Banasree,Block A
255.0,"Block C, Khilgaon, Dhaka",10000000,Apartment,3.0,3.0,1400.0,23.75349,90.42469,Khilgaon,Block C
256.0,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4900000,Apartment,2.0,2.0,820.0,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
257.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3.0,3.0,1500.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
258.0,"Nobodoy Housing Society, Mohammadpur, Dhaka",4600000,Apartment,2.0,2.0,930.0,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
259.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3.0,3.0,1530.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
260.0,"West Shewrapara, Mirpur, Dhaka",4300000,Apartment,3.0,2.0,950.0,23.81223,90.35967,Mirpur,West Shewrapara
261.0,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,2.0,2.0,850.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
262.0,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,2.0,2.0,850.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
263.0,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,3.0,2.0,900.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
264.0,"Jagannathpur, Badda, Dhaka",4200000,Apartment,3.0,2.0,940.0,23.778760000000002,90.42571,Badda,Jagannathpur
265.0,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3.0,3.0,1200.0,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
266.0,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3.0,3.0,1200.0,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
267.0,"Sector 12, Uttara, Dhaka",11000000,Apartment,3.0,4.0,1654.0,23.86846,90.3928,Uttara,Sector 12
268.0,"Kamarpara, Turag, Dhaka",6200000,Apartment,3.0,3.0,1273.0,23.89118,90.38861,Turag,Kamarpara
269.0,"Luxmibazar, Sutrapur, Dhaka",5600000,Apartment,3.0,2.0,900.0,23.703110000000002,90.42015,Sutrapur,Luxmibazar
270.0,"Shyamoli Housing (2nd Project), Adabor, Dhaka",6250000,Apartment,3.0,3.0,1200.0,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
271.0,"North Azampur, Dakshin Khan, Dhaka",4000000,Apartment,3.0,2.0,900.0,23.851589999999998,90.4151,DakshinKhan,North Azampur
272.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
273.0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3.0,3.0,1500.0,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
274.0,"PC Culture Housing, Mohammadpur, Dhaka",7700000,Apartment,3.0,3.0,1350.0,23.76427,90.36547,Mohammadpur,PC Culture Housing
275.0,"Babar Road, Mohammadpur, Dhaka",5300000,Apartment,2.0,2.0,860.0,23.77026,90.36731,Mohammadpur,Babar Road
276.0,"Tali office Road, Hazaribag, Dhaka",3800000,Apartment,2.0,2.0,765.0,23.7448,90.36346999999999,Hazaribag,Tali office Road
277.0,"Manda, Mugdapara, Dhaka",2000000,Apartment,2.0,1.0,425.0,23.72813,90.42969000000001,Mugdapara,Manda
278.0,"Shyamoli Housing (2nd Project), Adabor, Dhaka",3000000,Apartment,2.0,2.0,750.0,23.76747,90.35282,Adabor,Shyamoli Housing (2nd Project)
279.0,"Block C, Aftab Nagar, Dhaka",29300000,Plot,,,2476.0,23.75596,90.37065,AftabNagar,Block C
280.0,"Chairman Para, Dakshin Khan, Dhaka",33000000,Building,20.0,10.0,7200.0,23.851589999999998,90.4151,DakshinKhan,Chairman Para
281.0,"Sector 13, Purbachal, Dhaka",37000000,Plot,,,3640.0,23.85954,90.39853000000001,Purbachal,Sector 13
282.0,"Uttar Badda, Badda, Dhaka",8000000,Apartment,3.0,3.0,1250.0,23.81501,90.43623000000001,Badda,Uttar Badda
283.0,"Road No 10B, Banani, Dhaka",37000000,Apartment,3.0,3.0,2250.0,23.766289999999998,90.41775,Banani,Road No 10B
284.0,"Sector 12, Uttara, Dhaka",16500000,Apartment,3.0,4.0,1842.0,23.86846,90.3928,Uttara,Sector 12
285.0,"Purbachal, Dhaka",28000000,Plot,,,4368.0,23.826529999999998,90.42905999999999,Purbachal,
286.0,"Sector 27, Purbachal, Dhaka",42000000,Plot,,,5400.0,23.826529999999998,90.42905999999999,Purbachal,Sector 27
287.0,"Block E, Lalmatia, Dhaka",3650000,Apartment,2.0,2.0,650.0,23.81881,90.37801999999999,Lalmatia,Block E
288.0,"Sector 12, Uttara, Dhaka",16500000,Apartment,3.0,3.0,1842.0,23.86846,90.3928,Uttara,Sector 12
289.0,"Sector 12, Uttara, Dhaka",16500000,Apartment,3.0,4.0,1842.0,23.86846,90.3928,Uttara,Sector 12
290.0,"Road No 6, Niketan, Dhaka",14000000,Apartment,3.0,3.0,1566.0,23.77338,90.40971,Niketan,Road No 6
291.0,"Tali office Road, Hazaribag, Dhaka",6900000,Apartment,2.0,2.0,1150.0,23.7448,90.36346999999999,Hazaribag,Tali office Road
292.0,"Bawnia, Turag, Dhaka",8600000,Duplex,3.0,4.0,1700.0,23.73795,90.39749,Turag,Bawnia
293.0,"Bawnia, Turag, Dhaka",8600000,Duplex,3.0,4.0,1700.0,23.73795,90.39749,Turag,Bawnia
294.0,"Sector 4, Uttara, Dhaka",26000000,Apartment,4.0,4.0,2250.0,23.86846,90.3928,Uttara,Sector 4
295.0,"Block F, Bashundhara R-A, Dhaka",10000000,Apartment,3.0,4.0,1450.0,23.75625,90.36915,BashundharaR-A,Block F
296.0,"Dhaka Housing Main Road, Shyamoli, Dhaka",2805000,Apartment,2.0,2.0,850.0,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
297.0,"Shonir Akhra, Shyampur, Dhaka",4000000,Apartment,3.0,2.0,990.0,23.702720000000003,90.45067,Shyampur,Shonir Akhra
298.0,"South Banasree Project, Banasree, Dhaka",10000000,Apartment,3.0,2.0,1440.0,23.76354,90.4318,Banasree,South Banasree Project
299.0,"Road No 1, Banani, Dhaka",18000000,Apartment,3.0,3.0,1960.0,23.7742,90.36502,Banani,Road No 1
300.0,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3.0,2.0,975.0,23.82566,90.37001,Mirpur,Pallabi
301.0,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3.0,2.0,975.0,23.82566,90.37001,Mirpur,Pallabi
302.0,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3.0,2.0,975.0,23.82566,90.37001,Mirpur,Pallabi
303.0,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3.0,2.0,975.0,23.82566,90.37001,Mirpur,Pallabi
304.0,"Pallabi, Mirpur, Dhaka",5362500,Apartment,3.0,2.0,975.0,23.82566,90.37001,Mirpur,Pallabi
305.0,"South Banasree Project, Banasree, Dhaka",6000000,Apartment,3.0,3.0,1120.0,23.76354,90.4318,Banasree,South Banasree Project
306.0,"South Banasree Project, Banasree, Dhaka",6000000,Apartment,3.0,3.0,1120.0,23.76354,90.4318,Banasree,South Banasree Project
307.0,"New Eskaton Road, Eskaton, Dhaka",13000000,Apartment,3.0,3.0,1245.0,23.747510000000002,90.40013,Eskaton,New Eskaton Road
308.0,"Dhaka Housing Main Road, Shyamoli, Dhaka",8800000,Apartment,3.0,3.0,1490.0,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
309.0,"West Shewrapara, Mirpur, Dhaka",4000000,Apartment,3.0,2.0,950.0,23.81223,90.35967,Mirpur,West Shewrapara
310.0,"Road No 1, Dhanmondi, Dhaka",18000000,Apartment,3.0,3.0,1500.0,23.7742,90.36502,Dhanmondi,Road No 1
311.0,"Sector 10, Uttara, Dhaka",9500000,Apartment,3.0,3.0,1486.0,23.86846,90.3928,Uttara,Sector 10
312.0,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3.0,3.0,980.0,23.76427,90.36547,Mohammadpur,Dhaka Uddan
313.0,"Dhaka Uddan, Mohammadpur, Dhaka",4756000,Apartment,3.0,3.0,1120.0,23.76427,90.36547,Mohammadpur,Dhaka Uddan
314.0,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3.0,2.0,1175.0,23.81223,90.35967,Mirpur,Pirerbag
315.0,"Section 10, Mirpur, Dhaka",8000000,Apartment,3.0,2.0,1265.0,23.81223,90.35967,Mirpur,Section 10
316.0,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3.0,2.0,1100.0,23.81223,90.35967,Mirpur,Pirerbag
317.0,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3.0,3.0,980.0,23.76427,90.36547,Mohammadpur,Dhaka Uddan
318.0,"Dhaka Uddan, Mohammadpur, Dhaka",4224000,Apartment,3.0,3.0,980.0,23.76427,90.36547,Mohammadpur,Dhaka Uddan
319.0,"Nawabgonj, Lalbagh, Dhaka",1400000,Apartment,1.0,1.0,450.0,23.721629999999998,90.38809,Lalbagh,Nawabgonj
320.0,"South Jatra Bari, Jatra Bari, Dhaka",5000000,Apartment,4.0,2.0,1200.0,23.70411,90.43434,JatraBari,South Jatra Bari
321.0,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3.0,3.0,1415.0,23.73926,90.37563,Hazaribag,Jigatola
322.0,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3.0,3.0,1415.0,23.73926,90.37563,Hazaribag,Jigatola
323.0,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3.0,3.0,1415.0,23.73926,90.37563,Hazaribag,Jigatola
324.0,"Jigatola, Hazaribag, Dhaka",9622000,Apartment,3.0,3.0,1415.0,23.73926,90.37563,Hazaribag,Jigatola
325.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
326.0,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3.0,3.0,1275.0,23.73926,90.37563,Hazaribag,Jigatola
327.0,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3.0,3.0,1275.0,23.73926,90.37563,Hazaribag,Jigatola
328.0,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3.0,3.0,1275.0,23.73926,90.37563,Hazaribag,Jigatola
329.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
330.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
331.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
332.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
333.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
334.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
335.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
336.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
337.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
338.0,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4500000,Apartment,2.0,2.0,820.0,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
339.0,"Pallabi, Mirpur, Dhaka",7000000,Apartment,3.0,4.0,1450.0,23.82566,90.37001,Mirpur,Pallabi
340.0,"Chamilibag, Shantinagar, Dhaka",10000000,Apartment,3.0,3.0,1655.0,23.74073,90.413,Shantinagar,Chamilibag
341.0,"Pallabi, Mirpur, Dhaka",8000000,Apartment,3.0,4.0,1485.0,23.82566,90.37001,Mirpur,Pallabi
342.0,"Section 10, Mirpur, Dhaka",8000000,Apartment,3.0,3.0,1265.0,23.81223,90.35967,Mirpur,Section 10
343.0,"Shaheed Tajuddin Ahmed Ave, Maghbazar, Dhaka",10500000,Apartment,3.0,3.0,1482.0,23.75966,90.39957,Maghbazar,Shaheed Tajuddin Ahmed Ave
344.0,"Shaheed Tajuddin Ahmed Ave, Maghbazar, Dhaka",10500000,Apartment,3.0,3.0,1482.0,23.75966,90.39957,Maghbazar,Shaheed Tajuddin Ahmed Ave
345.0,"Naya Paltan, Motijheel, Dhaka",12000000,Apartment,3.0,3.0,1480.0,23.725579999999997,90.42179,Motijheel,Naya Paltan
346.0,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3.0,3.0,1100.0,23.89338,90.36657,Turag,Dhour Mouza
347.0,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3.0,3.0,1100.0,23.89338,90.36657,Turag,Dhour Mouza
348.0,"Dhour Mouza, Turag, Dhaka",3800000,Apartment,3.0,3.0,1100.0,23.89338,90.36657,Turag,Dhour Mouza
349.0,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3.0,3.0,1310.0,23.73926,90.37563,Hazaribag,Jigatola
350.0,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3.0,3.0,1310.0,23.73926,90.37563,Hazaribag,Jigatola
351.0,"East Bashabo, Bashabo, Dhaka",7308000,Apartment,3.0,3.0,1290.0,23.7405,90.43472,Bashabo,East Bashabo
352.0,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3.0,3.0,1310.0,23.73926,90.37563,Hazaribag,Jigatola
353.0,"3rd Colony, Mirpur, Dhaka",4000000,Apartment,3.0,2.0,1000.0,23.81223,90.35967,Mirpur,3rd Colony
354.0,"East Bashabo, Bashabo, Dhaka",7048000,Apartment,3.0,3.0,1240.0,23.7405,90.43472,Bashabo,East Bashabo
355.0,"North Jatra Bari, Jatra Bari, Dhaka",4800000,Apartment,2.0,2.0,1000.0,23.71667,90.42181,JatraBari,North Jatra Bari
356.0,"Sector 12, Uttara, Dhaka",5700000,Apartment,2.0,2.0,850.0,23.86846,90.3928,Uttara,Sector 12
357.0,"Jigatola, Hazaribag, Dhaka",8908000,Apartment,3.0,3.0,1310.0,23.73926,90.37563,Hazaribag,Jigatola
358.0,"Pallabi, Mirpur, Dhaka",9700000,Apartment,3.0,3.0,1380.0,23.82566,90.37001,Mirpur,Pallabi
359.0,"Sector 10, Uttara, Dhaka",9200000,Apartment,3.0,3.0,1335.0,23.86846,90.3928,Uttara,Sector 10
360.0,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4.0,5.0,2380.0,23.668029999999998,90.43935,BashundharaR-A,Block E
361.0,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4.0,5.0,2380.0,23.668029999999998,90.43935,BashundharaR-A,Block E
362.0,"Block E, Bashundhara R-A, Dhaka",18000000,Apartment,4.0,5.0,2380.0,23.668029999999998,90.43935,BashundharaR-A,Block E
363.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
364.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
365.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
366.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
367.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
368.0,"Lake City Concord, Khilkhet, Dhaka",6000000,Apartment,3.0,2.0,1330.0,23.76428,90.37257,Khilkhet,Lake City Concord
369.0,"Ashkona, Dakshin Khan, Dhaka",4100000,Apartment,3.0,2.0,925.0,23.851589999999998,90.4151,DakshinKhan,Ashkona
370.0,"Pirerbag, Mirpur, Dhaka",7000000,Apartment,3.0,3.0,1429.0,23.81223,90.35967,Mirpur,Pirerbag
371.0,"Road No 28, Banani, Dhaka",30000000,Apartment,3.0,5.0,2200.0,23.766289999999998,90.41775,Banani,Road No 28
372.0,"Pirerbag, Mirpur, Dhaka",7000000,Apartment,3.0,3.0,1463.0,23.81223,90.35967,Mirpur,Pirerbag
373.0,"Block M, Bashundhara R-A, Dhaka",25000000,Plot,,,2912.0,23.668029999999998,90.43935,BashundharaR-A,Block M
374.0,"Section 1, Mirpur, Dhaka",8600000,Apartment,3.0,3.0,1276.0,23.81223,90.35967,Mirpur,Section 1
375.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
376.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
377.0,"Karwan Bazar, Tejgaon, Dhaka",4285000,Apartment,2.0,2.0,850.0,23.7921,90.37846,Tejgaon,Karwan Bazar
378.0,"Jigatola, Hazaribag, Dhaka",8670000,Apartment,3.0,3.0,1275.0,23.73926,90.37563,Hazaribag,Jigatola
379.0,"Sector 18, Uttara, Dhaka",9000000,Apartment,3.0,3.0,1654.0,23.86846,90.3928,Uttara,Sector 18
380.0,"Section 2, Mirpur, Dhaka",4700000,Apartment,2.0,2.0,900.0,23.81223,90.35967,Mirpur,Section 2
381.0,"Indira Road, Tejgaon, Dhaka",7000000,Apartment,3.0,3.0,1300.0,23.75641,90.3887,Tejgaon,Indira Road
382.0,"Pirerbag, Mirpur, Dhaka",2900000,Apartment,3.0,2.0,800.0,23.81223,90.35967,Mirpur,Pirerbag
383.0,"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3.0,4.0,1500.0,23.668029999999998,90.43935,BashundharaR-A,Block I
384.0,"Sector 5, Uttara, Dhaka",45000000,Apartment,4.0,4.0,2461.0,23.86846,90.3928,Uttara,Sector 5
385.0,"East Rampura, Rampura, Dhaka",5000000,Apartment,3.0,2.0,1000.0,23.760360000000002,90.41909,Rampura,East Rampura
386.0,"Block N, Bashundhara R-A, Dhaka",14000000,Plot,,,2912.0,23.668029999999998,90.43935,BashundharaR-A,Block N
387.0,"Gulshan 1, Gulshan, Dhaka",35000000,Apartment,3.0,5.0,2000.0,23.790589999999998,90.42566,Gulshan,Gulshan 1
388.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
389.0,"Pallabi, Mirpur, Dhaka",10000000,Apartment,3.0,4.0,1554.0,23.82566,90.37001,Mirpur,Pallabi
390.0,"Block I, Bashundhara R-A, Dhaka",9100000,Apartment,3.0,4.0,1300.0,23.668029999999998,90.43935,BashundharaR-A,Block I
391.0,"Block I, Bashundhara R-A, Dhaka",9100000,Apartment,3.0,4.0,1300.0,23.668029999999998,90.43935,BashundharaR-A,Block I
392.0,"New Eskaton Road, Eskaton, Dhaka",9000000,Apartment,3.0,3.0,1200.0,23.747510000000002,90.40013,Eskaton,New Eskaton Road
393.0,"Block B, Bashundhara R-A, Dhaka",18000000,Apartment,3.0,3.0,2072.0,23.75729,90.36780999999999,BashundharaR-A,Block B
